,FECHA_TRANSACCION,DISPOSITIVO,HORA,DIFERENCIA
5209,2024-04-16,10000547,16:22:08,8.0
5210,2024-04-16,10000547,16:22:35,27.0
5211,2024-04-16,10000547,16:22:42,7.0
5212,2024-04-16,10000547,16:22:47,5.0
5213,2024-04-16,10000547,16:22:53,6.0
5214,2024-04-16,10000547,16:22:58,5.0
5215,2024-04-16,10000547,16:23:01,3.0
5216,2024-04-16,10000547,16:23:07,6.0
5217,2024-04-16,10000547,16:23:15,8.0
5218,2024-04-16,10000547,16:23:18,3.0
5219,2024-04-16,10000547,16:23:22,4.0
5220,2024-04-16,10000547,16:23:28,6.0
5221,2024-04-16,10000547,16:23:32,4.0
5222,2024-04-16,10000547,16:23:42,10.0
5223,2024-04-16,10000547,16:23:47,5.0
5224,2024-04-16,10000547,16:24:03,16.0
5225,2024-04-16,10000547,16:24:09,6.0
5226,2024-04-16,10000547,16:24:13,4.0
5227,2024-04-16,10000547,16:24:18,5.0
5228,2024-04-16,10000547,16:24:21,3.0
5229,2024-04-16,10000547,16:24:25,4.0
5230,2024-04-16,10000547,16:24:40,15.0
5231,2024-04-16,10000547,16:24:46,6.0
5232,2024-04-16,10000547,16:24:56,10.0
5233,2024-04-16,10000547,16:25:01,5.0
5234,2024-04-16,10000547,16:25:11,10.0
5235,2024-04-16,10000547,16:25:16,5.0
5236,2024-04-16,10000547,16:25:38,22.0
5237,2024-04-16,10000547,16:25:47,9.0
5238,2024-04-16,10000547,16:25:51,4.0
5239,2024-04-16,10000547,16:25:56,5.0
5240,2024-04-16,10000547,16:26:10,14.0
5241,2024-04-16,10000547,16:26:18,8.0
5242,2024-04-16,10000547,16:26:23,5.0
5243,2024-04-16,10000547,16:26:28,5.0
5244,2024-04-16,10000547,16:26:35,7.0
5245,2024-04-16,10000547,16:26:45,10.0
5246,2024-04-16,10000547,16:26:48,3.0
5247,2024-04-16,10000547,16:26:52,4.0
5248,2024-04-16,10000547,16:26:56,4.0
5249,2024-04-16,10000547,16:27:00,4.0
5250,2024-04-16,10000547,16:27:06,6.0
5251,2024-04-16,10000547,16:27:10,4.0
5252,2024-04-16,10000547,16:27:14,4.0
5253,2024-04-16,10000547,16:27:18,4.0
5254,2024-04-16,10000547,16:27:22,4.0
5255,2024-04-16,10000547,16:27:34,12.0
5256,2024-04-16,10000547,16:27:52,18.0
5257,2024-04-16,10000547,16:28:08,16.0
5258,2024-04-16,10000547,16:28:23,15.0
5259,2024-04-16,10000547,16:28:30,7.0
5260,2024-04-16,10000547,16:28:34,4.0
5261,2024-04-16,10000547,16:28:40,6.0
5262,2024-04-16,10000547,16:28:45,5.0
5263,2024-04-16,10000547,16:28:49,4.0
5264,2024-04-16,10000547,16:28:53,4.0
5265,2024-04-16,10000547,16:28:58,5.0
5266,2024-04-16,10000547,16:29:15,17.0
5267,2024-04-16,10000547,16:29:18,3.0
5268,2024-04-16,10000547,16:29:21,3.0
5269,2024-04-16,10000547,16:29:25,4.0
5270,2024-04-16,10000547,16:29:30,5.0
5271,2024-04-16,10000547,16:29:34,4.0
5272,2024-04-16,10000547,16:29:40,6.0
5273,2024-04-16,10000547,16:29:44,4.0
5274,2024-04-16,10000547,16:29:48,4.0
5275,2024-04-16,10000547,16:29:52,4.0
5276,2024-04-16,10000547,16:29:57,5.0
5277,2024-04-16,10000547,16:30:01,4.0
5278,2024-04-16,10000547,16:30:09,8.0
5279,2024-04-16,10000547,16:30:12,3.0
5280,2024-04-16,10000547,16:30:15,3.0
5281,2024-04-16,10000547,16:30:22,7.0
5282,2024-04-16,10000547,16:30:30,8.0
5283,2024-04-16,10000547,16:30:37,7.0
5284,2024-04-16,10000547,16:30:49,12.0
5285,2024-04-16,10000547,16:30:52,3.0
5286,2024-04-16,10000547,16:31:00,8.0
5287,2024-04-16,10000547,16:31:09,9.0
5288,2024-04-16,10000547,16:31:14,5.0
5289,2024-04-16,10000547,16:31:18,4.0
5290,2024-04-16,10000547,16:31:23,5.0
5291,2024-04-16,10000547,16:31:26,3.0
5292,2024-04-16,10000547,16:31:33,7.0
5293,2024-04-16,10000547,16:31:37,4.0
5294,2024-04-16,10000547,16:31:49,12.0
5295,2024-04-16,10000547,16:31:54,5.0
5296,2024-04-16,10000547,16:32:01,7.0
5297,2024-04-16,10000547,16:32:05,4.0
5298,2024-04-16,10000547,16:32:09,4.0
5299,2024-04-16,10000547,16:32:13,4.0
5300,2024-04-16,10000547,16:32:16,3.0
5301,2024-04-16,10000547,16:32:20,4.0
5302,2024-04-16,10000547,16:32:25,5.0
5303,2024-04-16,10000547,16:32:29,4.0
5304,2024-04-16,10000547,16:32:51,22.0
5305,2024-04-16,10000547,16:32:53,2.0
5306,2024-04-16,10000547,16:33:00,7.0
5307,2024-04-16,10000547,16:33:04,4.0
5308,2024-04-16,10000547,16:33:30,26.0
5309,2024-04-16,10000547,16:33:36,6.0
5310,2024-04-16,10000547,16:33:42,6.0
5311,2024-04-16,10000547,16:33:47,5.0
5312,2024-04-16,10000547,16:33:50,3.0
5313,2024-04-16,10000547,16:33:53,3.0
5314,2024-04-16,10000547,16:34:01,8.0
5315,2024-04-16,10000547,16:34:08,7.0
5316,2024-04-16,10000547,16:34:13,5.0
5317,2024-04-16,10000547,16:34:17,4.0
5318,2024-04-16,10000547,16:34:25,8.0
5319,2024-04-16,10000547,16:34:31,6.0
5320,2024-04-16,10000547,16:34:36,5.0
5321,2024-04-16,10000547,16:34:39,3.0
5322,2024-04-16,10000547,16:34:43,4.0
5323,2024-04-16,10000547,16:34:55,12.0
5324,2024-04-16,10000547,16:34:58,3.0
5325,2024-04-16,10000547,16:35:02,4.0
5326,2024-04-16,10000547,16:35:10,8.0
5327,2024-04-16,10000547,16:35:14,4.0
5328,2024-04-16,10000547,16:35:19,5.0
5329,2024-04-16,10000547,16:35:25,6.0
5330,2024-04-16,10000547,16:35:32,7.0
5331,2024-04-16,10000547,16:35:37,5.0
5332,2024-04-16,10000547,16:35:50,13.0
5333,2024-04-16,10000547,16:35:53,3.0
5334,2024-04-16,10000547,16:36:03,10.0
5335,2024-04-16,10000547,16:36:07,4.0
5336,2024-04-16,10000547,16:36:12,5.0
5337,2024-04-16,10000547,16:36:16,4.0
5338,2024-04-16,10000547,16:36:27,11.0
5339,2024-04-16,10000547,16:36:32,5.0
5340,2024-04-16,10000547,16:36:41,9.0
5341,2024-04-16,10000547,16:36:44,3.0
5342,2024-04-16,10000547,16:37:05,21.0
5343,2024-04-16,10000547,16:37:17,12.0
5344,2024-04-16,10000547,16:37:21,4.0
5345,2024-04-16,10000547,16:37:28,7.0
5346,2024-04-16,10000547,16:37:49,21.0
5347,2024-04-16,10000547,16:37:53,4.0
5348,2024-04-16,10000547,16:37:57,4.0
5349,2024-04-16,10000547,16:38:01,4.0
5350,2024-04-16,10000547,16:38:16,15.0
5351,2024-04-16,10000547,16:38:20,4.0
5352,2024-04-16,10000547,16:38:25,5.0
5353,2024-04-16,10000547,16:38:35,10.0
5354,2024-04-16,10000547,16:38:39,4.0
5355,2024-04-16,10000547,16:38:48,9.0
5356,2024-04-16,10000547,16:38:51,3.0
5357,2024-04-16,10000547,16:39:01,10.0
5358,2024-04-16,10000547,16:39:08,7.0
5359,2024-04-16,10000547,16:39:19,11.0
5360,2024-04-16,10000547,16:39:24,5.0
5361,2024-04-16,10000547,16:39:28,4.0
5362,2024-04-16,10000547,16:39:33,5.0
5363,2024-04-16,10000547,16:39:46,13.0
5364,2024-04-16,10000547,16:39:53,7.0
5365,2024-04-16,10000547,16:39:57,4.0
5366,2024-04-16,10000547,16:40:10,13.0
5367,2024-04-16,10000547,16:40:15,5.0
5368,2024-04-16,10000547,16:40:19,4.0
5369,2024-04-16,10000547,16:40:24,5.0
5370,2024-04-16,10000547,16:40:27,3.0
5371,2024-04-16,10000547,16:40:37,10.0
5372,2024-04-16,10000547,16:40:42,5.0
5373,2024-04-16,10000547,16:40:54,12.0
5374,2024-04-16,10000547,16:40:57,3.0
5375,2024-04-16,10000547,16:41:01,4.0
5376,2024-04-16,10000547,16:41:05,4.0
5377,2024-04-16,10000547,16:41:08,3.0
5378,2024-04-16,10000547,16:41:13,5.0
5379,2024-04-16,10000547,16:41:18,5.0
5380,2024-04-16,10000547,16:41:25,7.0
5381,2024-04-16,10000547,16:41:30,5.0
5382,2024-04-16,10000547,16:41:44,14.0
5383,2024-04-16,10000547,16:41:48,4.0
5384,2024-04-16,10000547,16:41:52,4.0
5385,2024-04-16,10000547,16:41:56,4.0
5386,2024-04-16,10000547,16:42:01,5.0
5387,2024-04-16,10000547,16:42:05,4.0
5388,2024-04-16,10000547,16:42:10,5.0
5389,2024-04-16,10000547,16:42:19,9.0
5390,2024-04-16,10000547,16:42:29,10.0
5391,2024-04-16,10000547,16:42:36,7.0
5392,2024-04-16,10000547,16:42:41,5.0
5393,2024-04-16,10000547,16:42:46,5.0
5394,2024-04-16,10000547,16:42:58,12.0
5395,2024-04-16,10000547,16:43:09,11.0
5396,2024-04-16,10000547,16:43:13,4.0
5397,2024-04-16,10000547,16:43:18,5.0
5398,2024-04-16,10000547,16:43:22,4.0
5399,2024-04-16,10000547,16:43:25,3.0
5400,2024-04-16,10000547,16:43:29,4.0
5401,2024-04-16,10000547,16:43:35,6.0
5402,2024-04-16,10000547,16:43:40,5.0
5403,2024-04-16,10000547,16:43:44,4.0
5404,2024-04-16,10000547,16:43:49,5.0
5405,2024-04-16,10000547,16:43:54,5.0
5406,2024-04-16,10000547,16:43:57,3.0
5407,2024-04-16,10000547,16:44:02,5.0
5408,2024-04-16,10000547,16:44:07,5.0
5409,2024-04-16,10000547,16:44:10,3.0
5410,2024-04-16,10000547,16:44:15,5.0
5411,2024-04-16,10000547,16:44:19,4.0
5412,2024-04-16,10000547,16:44:23,4.0
5413,2024-04-16,10000547,16:44:28,5.0
5414,2024-04-16,10000547,16:44:43,15.0
5415,2024-04-16,10000547,16:44:48,5.0
5416,2024-04-16,10000547,16:44:53,5.0
5417,2024-04-16,10000547,16:44:59,6.0
5418,2024-04-16,10000547,16:45:04,5.0
5419,2024-04-16,10000547,16:45:08,4.0
5420,2024-04-16,10000547,16:45:12,4.0
5421,2024-04-16,10000547,16:45:17,5.0
5422,2024-04-16,10000547,16:45:23,6.0
5423,2024-04-16,10000547,16:45:27,4.0
5424,2024-04-16,10000547,16:45:52,25.0
5425,2024-04-16,10000547,16:45:59,7.0
5426,2024-04-16,10000547,16:46:06,7.0
5427,2024-04-16,10000547,16:46:10,4.0
5428,2024-04-16,10000547,16:46:17,7.0
5429,2024-04-16,10000547,16:46:20,3.0
5430,2024-04-16,10000547,16:46:23,3.0
5431,2024-04-16,10000547,16:46:36,13.0
5432,2024-04-16,10000547,16:46:43,7.0
5433,2024-04-16,10000547,16:46:49,6.0
5434,2024-04-16,10000547,16:46:53,4.0
5435,2024-04-16,10000547,16:47:01,8.0
5436,2024-04-16,10000547,16:47:24,23.0
5437,2024-04-16,10000547,16:47:34,10.0
5438,2024-04-16,10000547,16:47:39,5.0
5439,2024-04-16,10000547,16:47:56,17.0
5440,2024-04-16,10000547,16:48:00,4.0
5441,2024-04-16,10000547,16:48:05,5.0
5442,2024-04-16,10000547,16:48:09,4.0
5443,2024-04-16,10000547,16:48:13,4.0
5444,2024-04-16,10000547,16:48:25,12.0
5445,2024-04-16,10000547,16:48:31,6.0
5446,2024-04-16,10000547,16:48:39,8.0
5447,2024-04-16,10000547,16:48:48,9.0
5448,2024-04-16,10000547,16:48:52,4.0
5449,2024-04-16,10000547,16:49:06,14.0
5450,2024-04-16,10000547,16:49:10,4.0
5451,2024-04-16,10000547,16:49:17,7.0
5452,2024-04-16,10000547,16:49:21,4.0
5453,2024-04-16,10000547,16:49:29,8.0
5454,2024-04-16,10000547,16:49:34,5.0
5455,2024-04-16,10000547,16:49:46,12.0
5456,2024-04-16,10000547,16:50:23,37.0
5457,2024-04-16,10000547,16:50:28,5.0
5458,2024-04-16,10000547,16:50:35,7.0
5459,2024-04-16,10000547,16:50:39,4.0
5460,2024-04-16,10000547,16:50:44,5.0
5461,2024-04-16,10000547,16:50:48,4.0
5462,2024-04-16,10000547,16:50:51,3.0
5463,2024-04-16,10000547,16:50:56,5.0
5464,2024-04-16,10000547,16:51:02,6.0
5465,2024-04-16,10000547,16:51:06,4.0
5466,2024-04-16,10000547,16:51:10,4.0
5467,2024-04-16,10000547,16:51:16,6.0
5468,2024-04-16,10000547,16:51:22,6.0
5469,2024-04-16,10000547,16:51:44,22.0
5470,2024-04-16,10000547,16:51:59,15.0
5471,2024-04-16,10000547,16:52:02,3.0
5472,2024-04-16,10000547,16:52:07,5.0
5473,2024-04-16,10000547,16:52:11,4.0
5474,2024-04-16,10000547,16:52:17,6.0
5475,2024-04-16,10000547,16:52:22,5.0
5476,2024-04-16,10000547,16:52:27,5.0
5477,2024-04-16,10000547,16:52:34,7.0
5478,2024-04-16,10000547,16:52:40,6.0
5479,2024-04-16,10000547,16:53:14,34.0
5480,2024-04-16,10000547,16:53:23,9.0
5481,2024-04-16,10000547,16:53:30,7.0
5482,2024-04-16,10000547,16:53:40,10.0
5483,2024-04-16,10000547,16:53:45,5.0
5484,2024-04-16,10000547,16:53:52,7.0
5485,2024-04-16,10000547,16:54:07,15.0
5486,2024-04-16,10000547,16:54:11,4.0
5487,2024-04-16,10000547,16:54:17,6.0
5488,2024-04-16,10000547,16:54:21,4.0
5489,2024-04-16,10000547,16:54:26,5.0
5490,2024-04-16,10000547,16:54:30,4.0
5491,2024-04-16,10000547,16:54:34,4.0
5492,2024-04-16,10000547,16:54:37,3.0
5493,2024-04-16,10000547,16:55:02,25.0
5494,2024-04-16,10000547,16:55:17,15.0
5495,2024-04-16,10000547,16:55:25,8.0
5496,2024-04-16,10000547,16:55:30,5.0
5497,2024-04-16,10000547,16:55:37,7.0
5498,2024-04-16,10000547,16:55:44,7.0
5499,2024-04-16,10000547,16:55:59,15.0
5500,2024-04-16,10000547,16:56:04,5.0
5501,2024-04-16,10000547,16:56:09,5.0
5502,2024-04-16,10000547,16:56:20,11.0
5503,2024-04-16,10000547,16:56:24,4.0
5504,2024-04-16,10000547,16:56:28,4.0
5505,2024-04-16,10000547,16:56:55,27.0
5506,2024-04-16,10000547,16:56:59,4.0
5507,2024-04-16,10000547,16:57:03,4.0
5508,2024-04-16,10000547,16:57:07,4.0
5509,2024-04-16,10000547,16:57:11,4.0
5510,2024-04-16,10000547,16:57:15,4.0
5511,2024-04-16,10000547,16:57:18,3.0
5512,2024-04-16,10000547,16:57:29,11.0
5513,2024-04-16,10000547,16:57:32,3.0
5514,2024-04-16,10000547,16:57:36,4.0
5515,2024-04-16,10000547,16:57:40,4.0
5516,2024-04-16,10000547,16:57:44,4.0
5517,2024-04-16,10000547,16:58:24,40.0
5518,2024-04-16,10000547,16:58:28,4.0
5519,2024-04-16,10000547,16:58:32,4.0
5520,2024-04-16,10000547,16:58:37,5.0
5521,2024-04-16,10000547,16:58:40,3.0
5522,2024-04-16,10000547,16:58:44,4.0
5523,2024-04-16,10000547,16:58:48,4.0
5524,2024-04-16,10000547,16:58:51,3.0
5525,2024-04-16,10000547,16:58:56,5.0
5526,2024-04-16,10000547,16:59:01,5.0
5527,2024-04-16,10000547,16:59:09,8.0
5528,2024-04-16,10000547,16:59:17,8.0
5529,2024-04-16,10000547,16:59:42,25.0
5530,2024-04-16,10000547,16:59:47,5.0
5531,2024-04-16,10000547,16:59:53,6.0
5532,2024-04-16,10000547,17:00:02,9.0
5533,2024-04-16,10000547,17:00:07,5.0
5534,2024-04-16,10000547,17:00:12,5.0
5535,2024-04-16,10000547,17:00:18,6.0
5536,2024-04-16,10000547,17:00:26,8.0
5537,2024-04-16,10000547,17:00:39,13.0
5538,2024-04-16,10000547,17:00:43,4.0
5539,2024-04-16,10000547,17:00:55,12.0
5540,2024-04-16,10000547,17:00:59,4.0
5541,2024-04-16,10000547,17:01:20,21.0
5542,2024-04-16,10000547,17:01:24,4.0
5543,2024-04-16,10000547,17:01:27,3.0
5544,2024-04-16,10000547,17:01:35,8.0
5545,2024-04-16,10000547,17:01:41,6.0
5546,2024-04-16,10000547,17:01:46,5.0
5547,2024-04-16,10000547,17:01:56,10.0
5548,2024-04-16,10000547,17:02:12,16.0
5549,2024-04-16,10000547,17:02:24,12.0
5550,2024-04-16,10000547,17:02:29,5.0
5551,2024-04-16,10000547,17:02:32,3.0
5552,2024-04-16,10000547,17:02:36,4.0
5553,2024-04-16,10000547,17:02:43,7.0
5554,2024-04-16,10000547,17:02:47,4.0
5555,2024-04-16,10000547,17:02:51,4.0
5556,2024-04-16,10000547,17:03:26,35.0
5557,2024-04-16,10000547,17:03:35,9.0
5558,2024-04-16,10000547,17:03:45,10.0
5559,2024-04-16,10000547,17:03:48,3.0
5560,2024-04-16,10000547,17:04:00,12.0
5561,2024-04-16,10000547,17:04:09,9.0
5562,2024-04-16,10000547,17:04:23,14.0
5563,2024-04-16,10000547,17:04:33,10.0
5564,2024-04-16,10000547,17:04:36,3.0
5565,2024-04-16,10000547,17:04:40,4.0
5566,2024-04-16,10000547,17:04:46,6.0
5567,2024-04-16,10000547,17:04:52,6.0
5568,2024-04-16,10000547,17:04:58,6.0
5569,2024-04-16,10000547,17:05:14,16.0
5570,2024-04-16,10000547,17:05:21,7.0
5571,2024-04-16,10000547,17:05:25,4.0
5572,2024-04-16,10000547,17:06:00,35.0
5573,2024-04-16,10000547,17:06:04,4.0
5574,2024-04-16,10000547,17:06:08,4.0
5575,2024-04-16,10000547,17:06:12,4.0
5576,2024-04-16,10000547,17:06:17,5.0
5577,2024-04-16,10000547,17:06:22,5.0
5578,2024-04-16,10000547,17:06:26,4.0
5579,2024-04-16,10000547,17:06:31,5.0
5580,2024-04-16,10000547,17:06:36,5.0
5581,2024-04-16,10000547,17:06:41,5.0
5582,2024-04-16,10000547,17:06:50,9.0
5583,2024-04-16,10000547,17:06:58,8.0
5584,2024-04-16,10000547,17:07:01,3.0
5585,2024-04-16,10000547,17:07:05,4.0
5586,2024-04-16,10000547,17:07:10,5.0
5587,2024-04-16,10000547,17:07:14,4.0
5588,2024-04-16,10000547,17:07:20,6.0
5589,2024-04-16,10000547,17:07:23,3.0
5590,2024-04-16,10000547,17:07:26,3.0
5591,2024-04-16,10000547,17:07:52,26.0
5592,2024-04-16,10000547,17:07:57,5.0
5593,2024-04-16,10000547,17:08:02,5.0
5594,2024-04-16,10000547,17:08:05,3.0
5595,2024-04-16,10000547,17:08:10,5.0
5596,2024-04-16,10000547,17:08:18,8.0
5597,2024-04-16,10000547,17:08:23,5.0
5598,2024-04-16,10000547,17:08:27,4.0
5599,2024-04-16,10000547,17:08:32,5.0
5600,2024-04-16,10000547,17:08:37,5.0
5601,2024-04-16,10000547,17:08:40,3.0
5602,2024-04-16,10000547,17:08:54,14.0
5603,2024-04-16,10000547,17:08:58,4.0
5604,2024-04-16,10000547,17:09:02,4.0
5605,2024-04-16,10000547,17:09:06,4.0
5606,2024-04-16,10000547,17:09:10,4.0
5607,2024-04-16,10000547,17:09:14,4.0
5608,2024-04-16,10000547,17:09:22,8.0
5609,2024-04-16,10000547,17:09:27,5.0
5610,2024-04-16,10000547,17:09:32,5.0
5611,2024-04-16,10000547,17:09:36,4.0
5612,2024-04-16,10000547,17:09:40,4.0
5613,2024-04-16,10000547,17:09:54,14.0
5614,2024-04-16,10000547,17:09:58,4.0
5615,2024-04-16,10000547,17:10:02,4.0
5616,2024-04-16,10000547,17:10:09,7.0
5617,2024-04-16,10000547,17:10:16,7.0
5618,2024-04-16,10000547,17:10:19,3.0
5619,2024-04-16,10000547,17:10:31,12.0
5620,2024-04-16,10000547,17:10:35,4.0
5621,2024-04-16,10000547,17:10:40,5.0
5622,2024-04-16,10000547,17:10:45,5.0
5623,2024-04-16,10000547,17:10:49,4.0
5624,2024-04-16,10000547,17:11:00,11.0
5625,2024-04-16,10000547,17:11:03,3.0
5626,2024-04-16,10000547,17:11:11,8.0
5627,2024-04-16,10000547,17:11:17,6.0
5628,2024-04-16,10000547,17:11:23,6.0
5629,2024-04-16,10000547,17:11:26,3.0
5630,2024-04-16,10000547,17:11:36,10.0
5631,2024-04-16,10000547,17:11:43,7.0
5632,2024-04-16,10000547,17:11:47,4.0
5633,2024-04-16,10000547,17:11:54,7.0
5634,2024-04-16,10000547,17:11:58,4.0
5635,2024-04-16,10000547,17:12:04,6.0
5636,2024-04-16,10000547,17:12:07,3.0
5637,2024-04-16,10000547,17:12:11,4.0
5638,2024-04-16,10000547,17:12:15,4.0
5639,2024-04-16,10000547,17:12:26,11.0
5640,2024-04-16,10000547,17:12:30,4.0
5641,2024-04-16,10000547,17:12:35,5.0
5642,2024-04-16,10000547,17:12:39,4.0
5643,2024-04-16,10000547,17:12:44,5.0
5644,2024-04-16,10000547,17:12:49,5.0
5645,2024-04-16,10000547,17:12:53,4.0
5646,2024-04-16,10000547,17:12:56,3.0
5647,2024-04-16,10000547,17:13:01,5.0
5648,2024-04-16,10000547,17:13:17,16.0
5649,2024-04-16,10000547,17:13:25,8.0
5650,2024-04-16,10000547,17:13:29,4.0
5651,2024-04-16,10000547,17:13:34,5.0
5652,2024-04-16,10000547,17:13:38,4.0
5653,2024-04-16,10000547,17:13:42,4.0
5654,2024-04-16,10000547,17:13:46,4.0
5655,2024-04-16,10000547,17:13:51,5.0
5656,2024-04-16,10000547,17:14:00,9.0
5657,2024-04-16,10000547,17:14:18,18.0
5658,2024-04-16,10000547,17:14:23,5.0
5659,2024-04-16,10000547,17:14:35,12.0
5660,2024-04-16,10000547,17:14:38,3.0
5661,2024-04-16,10000547,17:14:43,5.0
5662,2024-04-16,10000547,17:14:47,4.0
5663,2024-04-16,10000547,17:14:51,4.0
5664,2024-04-16,10000547,17:14:55,4.0
5665,2024-04-16,10000547,17:14:58,3.0
5666,2024-04-16,10000547,17:15:02,4.0
5667,2024-04-16,10000547,17:15:13,11.0
5668,2024-04-16,10000547,17:15:17,4.0
5669,2024-04-16,10000547,17:15:28,11.0
5670,2024-04-16,10000547,17:15:33,5.0
5671,2024-04-16,10000547,17:15:37,4.0
5672,2024-04-16,10000547,17:15:42,5.0
5673,2024-04-16,10000547,17:15:49,7.0
5674,2024-04-16,10000547,17:15:54,5.0
5675,2024-04-16,10000547,17:15:57,3.0
5676,2024-04-16,10000547,17:16:01,4.0
5677,2024-04-16,10000547,17:16:11,10.0
5678,2024-04-16,10000547,17:16:16,5.0
5679,2024-04-16,10000547,17:16:20,4.0
5680,2024-04-16,10000547,17:16:25,5.0
5681,2024-04-16,10000547,17:16:29,4.0
5682,2024-04-16,10000547,17:16:33,4.0
5683,2024-04-16,10000547,17:16:36,3.0
5684,2024-04-16,10000547,17:16:42,6.0
5685,2024-04-16,10000547,17:16:45,3.0
5686,2024-04-16,10000547,17:16:50,5.0
5687,2024-04-16,10000547,17:16:54,4.0
5688,2024-04-16,10000547,17:16:58,4.0
5689,2024-04-16,10000547,17:17:03,5.0
5690,2024-04-16,10000547,17:17:06,3.0
5691,2024-04-16,10000547,17:17:11,5.0
5692,2024-04-16,10000547,17:17:16,5.0
5693,2024-04-16,10000547,17:17:20,4.0
5694,2024-04-16,10000547,17:17:24,4.0
5695,2024-04-16,10000547,17:17:38,14.0
5696,2024-04-16,10000547,17:17:44,6.0
5697,2024-04-16,10000547,17:17:47,3.0
5698,2024-04-16,10000547,17:17:51,4.0
5699,2024-04-16,10000547,17:17:54,3.0
5700,2024-04-16,10000547,17:17:59,5.0
5701,2024-04-16,10000547,17:18:04,5.0
5702,2024-04-16,10000547,17:18:09,5.0
5703,2024-04-16,10000547,17:18:13,4.0
5704,2024-04-16,10000547,17:18:17,4.0
5705,2024-04-16,10000547,17:18:23,6.0
5706,2024-04-16,10000547,17:18:27,4.0
5707,2024-04-16,10000547,17:18:31,4.0
5708,2024-04-16,10000547,17:18:36,5.0
5709,2024-04-16,10000547,17:18:40,4.0
5710,2024-04-16,10000547,17:18:45,5.0
5711,2024-04-16,10000547,17:18:50,5.0
5712,2024-04-16,10000547,17:18:57,7.0
5713,2024-04-16,10000547,17:19:01,4.0
5714,2024-04-16,10000547,17:19:06,5.0
5715,2024-04-16,10000547,17:19:10,4.0
5716,2024-04-16,10000547,17:19:14,4.0
5717,2024-04-16,10000547,17:19:19,5.0
5718,2024-04-16,10000547,17:19:23,4.0
5719,2024-04-16,10000547,17:19:26,3.0
5720,2024-04-16,10000547,17:19:31,5.0
5721,2024-04-16,10000547,17:19:36,5.0
5722,2024-04-16,10000547,17:19:42,6.0
5723,2024-04-16,10000547,17:19:45,3.0
5724,2024-04-16,10000547,17:19:50,5.0
5725,2024-04-16,10000547,17:19:54,4.0
5726,2024-04-16,10000547,17:20:04,10.0
5727,2024-04-16,10000547,17:20:07,3.0
5728,2024-04-16,10000547,17:20:12,5.0
5729,2024-04-16,10000547,17:20:17,5.0
5730,2024-04-16,10000547,17:20:21,4.0
5731,2024-04-16,10000547,17:20:25,4.0
5732,2024-04-16,10000547,17:20:28,3.0
5733,2024-04-16,10000547,17:20:32,4.0
5734,2024-04-16,10000547,17:20:36,4.0
5735,2024-04-16,10000547,17:20:42,6.0
5736,2024-04-16,10000547,17:20:45,3.0
5737,2024-04-16,10000547,17:20:48,3.0
5738,2024-04-16,10000547,17:20:52,4.0
5739,2024-04-16,10000547,17:20:57,5.0
5740,2024-04-16,10000547,17:21:01,4.0
5741,2024-04-16,10000547,17:21:05,4.0
5742,2024-04-16,10000547,17:21:12,7.0
5743,2024-04-16,10000547,17:21:21,9.0
5744,2024-04-16,10000547,17:21:25,4.0
5745,2024-04-16,10000547,17:21:29,4.0
5746,2024-04-16,10000547,17:21:36,7.0
5747,2024-04-16,10000547,17:21:41,5.0
5748,2024-04-16,10000547,17:21:47,6.0
5749,2024-04-16,10000547,17:21:51,4.0
5750,2024-04-16,10000547,17:21:55,4.0
5751,2024-04-16,10000547,17:22:04,9.0
5752,2024-04-16,10000547,17:22:08,4.0
5753,2024-04-16,10000547,17:22:13,5.0
5754,2024-04-16,10000547,17:22:16,3.0
5755,2024-04-16,10000547,17:22:20,4.0
5756,2024-04-16,10000547,17:22:25,5.0
5757,2024-04-16,10000547,17:22:28,3.0
5758,2024-04-16,10000547,17:22:32,4.0
5759,2024-04-16,10000547,17:22:35,3.0
5760,2024-04-16,10000547,17:22:39,4.0
5761,2024-04-16,10000547,17:22:42,3.0
5762,2024-04-16,10000547,17:22:46,4.0
5763,2024-04-16,10000547,17:22:50,4.0
5764,2024-04-16,10000547,17:22:55,5.0
5765,2024-04-16,10000547,17:23:00,5.0
5766,2024-04-16,10000547,17:23:03,3.0
5767,2024-04-16,10000547,17:23:08,5.0
5768,2024-04-16,10000547,17:23:13,5.0
5769,2024-04-16,10000547,17:23:17,4.0
5770,2024-04-16,10000547,17:23:22,5.0
5771,2024-04-16,10000547,17:23:26,4.0
5772,2024-04-16,10000547,17:23:29,3.0
5773,2024-04-16,10000547,17:23:35,6.0
5774,2024-04-16,10000547,17:23:40,5.0
5775,2024-04-16,10000547,17:23:44,4.0
5776,2024-04-16,10000547,17:23:48,4.0
5777,2024-04-16,10000547,17:23:52,4.0
5778,2024-04-16,10000547,17:24:05,13.0
5779,2024-04-16,10000547,17:24:09,4.0
5780,2024-04-16,10000547,17:24:13,4.0
5781,2024-04-16,10000547,17:24:17,4.0
5782,2024-04-16,10000547,17:24:26,9.0
5783,2024-04-16,10000547,17:24:32,6.0
5784,2024-04-16,10000547,17:24:36,4.0
5785,2024-04-16,10000547,17:24:41,5.0
5786,2024-04-16,10000547,17:24:49,8.0
5787,2024-04-16,10000547,17:24:53,4.0
5788,2024-04-16,10000547,17:25:00,7.0
5789,2024-04-16,10000547,17:25:04,4.0
