,FECHA_TRANSACCION,TIEMPO,DISPOSITIVO,DIFERENCIA
602,2024-04-30,16:45:00,10000548,900.0
603,2024-04-30,17:00:00,10000548,900.0
604,2024-04-30,17:15:00,10000548,900.0
605,2024-04-30,17:30:00,10000548,900.0
606,2024-04-30,17:45:00,10000548,900.0
607,2024-04-30,18:00:00,10000548,900.0
608,2024-04-30,18:15:00,10000548,900.0
609,2024-04-30,18:30:00,10000548,900.0
610,2024-04-30,16:15:00,10001648,900.0
611,2024-04-30,16:30:00,10001648,900.0
612,2024-04-30,16:45:00,10001648,900.0
613,2024-04-30,17:00:00,10001648,900.0
614,2024-04-30,17:15:00,10001648,900.0
615,2024-04-30,17:30:00,10001648,900.0
616,2024-04-30,17:45:00,10001648,900.0
617,2024-04-30,18:00:00,10001648,900.0
618,2024-04-30,18:15:00,10001648,900.0
619,2024-04-30,18:30:00,10001648,900.0
620,2024-05-01,16:15:00,10000543,900.0
621,2024-05-01,16:30:00,10000543,900.0
622,2024-05-01,16:45:00,10000543,900.0
623,2024-05-01,17:00:00,10000543,900.0
624,2024-05-01,17:15:00,10000543,900.0
625,2024-05-01,17:30:00,10000543,900.0
626,2024-05-01,17:45:00,10000543,900.0
627,2024-05-01,18:00:00,10000543,900.0
628,2024-05-01,18:15:00,10000543,900.0
629,2024-05-01,18:30:00,10000543,900.0
630,2024-05-01,16:15:00,10000544,900.0
631,2024-05-01,16:30:00,10000544,900.0
632,2024-05-01,16:45:00,10000544,900.0
633,2024-05-01,17:00:00,10000544,900.0
634,2024-05-01,17:15:00,10000544,900.0
635,2024-05-01,17:30:00,10000544,900.0
636,2024-05-01,17:45:00,10000544,900.0
637,2024-05-01,18:00:00,10000544,900.0
638,2024-05-01,18:15:00,10000544,900.0
639,2024-05-01,18:30:00,10000544,900.0
640,2024-05-01,16:15:00,10000545,900.0
641,2024-05-01,16:30:00,10000545,900.0
642,2024-05-01,16:45:00,10000545,900.0
643,2024-05-01,17:00:00,10000545,900.0
644,2024-05-01,17:15:00,10000545,900.0
645,2024-05-01,17:30:00,10000545,900.0
646,2024-05-01,17:45:00,10000545,900.0
647,2024-05-01,18:00:00,10000545,900.0
648,2024-05-01,18:15:00,10000545,900.0
649,2024-05-01,18:30:00,10000545,900.0
650,2024-05-01,16:15:00,10000546,900.0
651,2024-05-01,16:30:00,10000546,900.0
652,2024-05-01,16:45:00,10000546,900.0
653,2024-05-01,17:00:00,10000546,900.0
654,2024-05-01,17:15:00,10000546,900.0
655,2024-05-01,17:30:00,10000546,900.0
656,2024-05-01,17:45:00,10000546,900.0
657,2024-05-01,18:00:00,10000546,900.0
658,2024-05-01,18:15:00,10000546,900.0
659,2024-05-01,18:30:00,10000546,900.0
660,2024-05-01,16:15:00,10000547,900.0
661,2024-05-01,16:30:00,10000547,900.0
662,2024-05-01,16:45:00,10000547,900.0
663,2024-05-01,17:00:00,10000547,900.0
664,2024-05-01,17:15:00,10000547,900.0
665,2024-05-01,17:30:00,10000547,900.0
666,2024-05-01,17:45:00,10000547,900.0
667,2024-05-01,18:00:00,10000547,900.0
668,2024-05-01,18:15:00,10000547,900.0
669,2024-05-01,18:30:00,10000547,900.0
670,2024-05-01,16:15:00,10000548,900.0
671,2024-05-01,16:30:00,10000548,900.0
672,2024-05-01,16:45:00,10000548,900.0
673,2024-05-01,17:00:00,10000548,900.0
674,2024-05-01,17:15:00,10000548,900.0
675,2024-05-01,17:30:00,10000548,900.0
676,2024-05-01,17:45:00,10000548,900.0
677,2024-05-01,18:00:00,10000548,900.0
678,2024-05-01,18:15:00,10000548,900.0
679,2024-05-01,18:30:00,10000548,900.0
680,2024-05-01,16:15:00,10001648,900.0
681,2024-05-01,16:30:00,10001648,900.0
682,2024-05-01,16:45:00,10001648,900.0
683,2024-05-01,17:00:00,10001648,900.0
684,2024-05-01,17:15:00,10001648,900.0
685,2024-05-01,17:30:00,10001648,900.0
686,2024-05-01,17:45:00,10001648,900.0
687,2024-05-01,18:00:00,10001648,900.0
688,2024-05-01,18:15:00,10001648,900.0
689,2024-05-01,18:30:00,10001648,900.0
690,2024-05-02,16:15:00,10000543,900.0
691,2024-05-02,16:30:00,10000543,900.0
692,2024-05-02,16:45:00,10000543,900.0
693,2024-05-02,17:00:00,10000543,900.0
694,2024-05-02,17:15:00,10000543,900.0
695,2024-05-02,17:30:00,10000543,900.0
696,2024-05-02,17:45:00,10000543,900.0
697,2024-05-02,18:00:00,10000543,900.0
698,2024-05-02,18:15:00,10000543,900.0
699,2024-05-02,18:30:00,10000543,900.0
700,2024-05-02,16:15:00,10000544,900.0
701,2024-05-02,16:30:00,10000544,900.0
702,2024-05-02,16:45:00,10000544,900.0
703,2024-05-02,17:00:00,10000544,900.0
704,2024-05-02,17:15:00,10000544,900.0
705,2024-05-02,17:30:00,10000544,900.0
706,2024-05-02,17:45:00,10000544,900.0
707,2024-05-02,18:00:00,10000544,900.0
708,2024-05-02,18:15:00,10000544,900.0
709,2024-05-02,18:30:00,10000544,900.0
710,2024-05-02,16:15:00,10000545,900.0
711,2024-05-02,16:30:00,10000545,900.0
712,2024-05-02,16:45:00,10000545,900.0
713,2024-05-02,17:00:00,10000545,900.0
714,2024-05-02,17:15:00,10000545,900.0
715,2024-05-02,17:30:00,10000545,900.0
716,2024-05-02,17:45:00,10000545,900.0
717,2024-05-02,18:00:00,10000545,900.0
718,2024-05-02,18:15:00,10000545,900.0
719,2024-05-02,18:30:00,10000545,900.0
720,2024-05-02,16:15:00,10000546,900.0
721,2024-05-02,16:30:00,10000546,900.0
722,2024-05-02,16:45:00,10000546,900.0
723,2024-05-02,17:00:00,10000546,900.0
724,2024-05-02,17:15:00,10000546,900.0
725,2024-05-02,17:30:00,10000546,900.0
726,2024-05-02,17:45:00,10000546,900.0
727,2024-05-02,18:00:00,10000546,900.0
728,2024-05-02,18:15:00,10000546,900.0
729,2024-05-02,18:30:00,10000546,900.0
730,2024-05-02,16:15:00,10000547,900.0
731,2024-05-02,16:30:00,10000547,900.0
732,2024-05-02,16:45:00,10000547,900.0
733,2024-05-02,17:00:00,10000547,900.0
734,2024-05-02,17:15:00,10000547,900.0
735,2024-05-02,17:30:00,10000547,900.0
736,2024-05-02,17:45:00,10000547,900.0
737,2024-05-02,18:00:00,10000547,900.0
738,2024-05-02,18:15:00,10000547,900.0
739,2024-05-02,18:30:00,10000547,900.0
740,2024-05-02,16:15:00,10000548,900.0
741,2024-05-02,16:30:00,10000548,900.0
742,2024-05-02,16:45:00,10000548,900.0
743,2024-05-02,17:00:00,10000548,900.0
744,2024-05-02,17:15:00,10000548,900.0
745,2024-05-02,17:30:00,10000548,900.0
746,2024-05-02,17:45:00,10000548,900.0
747,2024-05-02,18:00:00,10000548,900.0
748,2024-05-02,18:15:00,10000548,900.0
749,2024-05-02,18:30:00,10000548,900.0
750,2024-05-02,16:15:00,10001648,900.0
751,2024-05-02,16:30:00,10001648,900.0
752,2024-05-02,16:45:00,10001648,900.0
753,2024-05-02,17:00:00,10001648,900.0
754,2024-05-02,17:15:00,10001648,900.0
755,2024-05-02,17:30:00,10001648,900.0
756,2024-05-02,17:45:00,10001648,900.0
757,2024-05-02,18:00:00,10001648,900.0
758,2024-05-02,18:15:00,10001648,900.0
759,2024-05-02,18:30:00,10001648,900.0
760,2024-05-03,16:15:00,10000543,900.0
761,2024-05-03,16:30:00,10000543,900.0
762,2024-05-03,16:45:00,10000543,900.0
763,2024-05-03,17:00:00,10000543,900.0
764,2024-05-03,17:15:00,10000543,900.0
765,2024-05-03,17:30:00,10000543,900.0
766,2024-05-03,17:45:00,10000543,900.0
767,2024-05-03,18:00:00,10000543,900.0
768,2024-05-03,18:15:00,10000543,900.0
769,2024-05-03,18:30:00,10000543,900.0
770,2024-05-03,16:15:00,10000544,900.0
771,2024-05-03,16:30:00,10000544,900.0
772,2024-05-03,16:45:00,10000544,900.0
773,2024-05-03,17:00:00,10000544,900.0
774,2024-05-03,17:15:00,10000544,900.0
775,2024-05-03,17:30:00,10000544,900.0
776,2024-05-03,17:45:00,10000544,900.0
777,2024-05-03,18:00:00,10000544,900.0
778,2024-05-03,18:15:00,10000544,900.0
779,2024-05-03,18:30:00,10000544,900.0
780,2024-05-03,16:15:00,10000545,900.0
781,2024-05-03,16:30:00,10000545,900.0
782,2024-05-03,16:45:00,10000545,900.0
783,2024-05-03,17:00:00,10000545,900.0
784,2024-05-03,17:15:00,10000545,900.0
785,2024-05-03,17:30:00,10000545,900.0
786,2024-05-03,17:45:00,10000545,900.0
787,2024-05-03,18:00:00,10000545,900.0
788,2024-05-03,18:15:00,10000545,900.0
789,2024-05-03,18:30:00,10000545,900.0
790,2024-05-03,16:15:00,10000546,900.0
791,2024-05-03,16:30:00,10000546,900.0
792,2024-05-03,16:45:00,10000546,900.0
793,2024-05-03,17:00:00,10000546,900.0
794,2024-05-03,17:15:00,10000546,900.0
795,2024-05-03,17:30:00,10000546,900.0
796,2024-05-03,17:45:00,10000546,900.0
797,2024-05-03,18:00:00,10000546,900.0
798,2024-05-03,18:15:00,10000546,900.0
799,2024-05-03,18:30:00,10000546,900.0
800,2024-05-03,16:15:00,10000547,900.0
801,2024-05-03,16:30:00,10000547,900.0
802,2024-05-03,16:45:00,10000547,900.0
803,2024-05-03,17:00:00,10000547,900.0
804,2024-05-03,17:15:00,10000547,900.0
805,2024-05-03,17:30:00,10000547,900.0
806,2024-05-03,17:45:00,10000547,900.0
807,2024-05-03,18:00:00,10000547,900.0
808,2024-05-03,18:15:00,10000547,900.0
809,2024-05-03,18:30:00,10000547,900.0
810,2024-05-03,16:15:00,10000548,900.0
811,2024-05-03,16:30:00,10000548,900.0
812,2024-05-03,16:45:00,10000548,900.0
813,2024-05-03,17:00:00,10000548,900.0
814,2024-05-03,17:15:00,10000548,900.0
815,2024-05-03,17:30:00,10000548,900.0
816,2024-05-03,17:45:00,10000548,900.0
817,2024-05-03,18:00:00,10000548,900.0
818,2024-05-03,18:15:00,10000548,900.0
819,2024-05-03,18:30:00,10000548,900.0
820,2024-05-03,16:15:00,10001648,900.0
821,2024-05-03,16:30:00,10001648,900.0
822,2024-05-03,16:45:00,10001648,900.0
823,2024-05-03,17:00:00,10001648,900.0
824,2024-05-03,17:15:00,10001648,900.0
825,2024-05-03,17:30:00,10001648,900.0
826,2024-05-03,17:45:00,10001648,900.0
827,2024-05-03,18:00:00,10001648,900.0
828,2024-05-03,18:15:00,10001648,900.0
829,2024-05-03,18:30:00,10001648,900.0
830,2024-05-04,16:15:00,10000543,900.0
831,2024-05-04,16:30:00,10000543,900.0
832,2024-05-04,16:45:00,10000543,900.0
833,2024-05-04,17:00:00,10000543,900.0
834,2024-05-04,17:15:00,10000543,900.0
835,2024-05-04,17:30:00,10000543,900.0
836,2024-05-04,17:45:00,10000543,900.0
837,2024-05-04,18:00:00,10000543,900.0
838,2024-05-04,18:15:00,10000543,900.0
839,2024-05-04,18:30:00,10000543,900.0
840,2024-05-04,16:15:00,10000544,900.0
841,2024-05-04,16:30:00,10000544,900.0
842,2024-05-04,16:45:00,10000544,900.0
843,2024-05-04,17:00:00,10000544,900.0
844,2024-05-04,17:15:00,10000544,900.0
845,2024-05-04,17:30:00,10000544,900.0
846,2024-05-04,17:45:00,10000544,900.0
847,2024-05-04,18:00:00,10000544,900.0
848,2024-05-04,18:15:00,10000544,900.0
849,2024-05-04,18:30:00,10000544,900.0
850,2024-05-04,16:15:00,10000545,900.0
851,2024-05-04,16:30:00,10000545,900.0
852,2024-05-04,16:45:00,10000545,900.0
853,2024-05-04,17:00:00,10000545,900.0
854,2024-05-04,17:15:00,10000545,900.0
855,2024-05-04,17:30:00,10000545,900.0
856,2024-05-04,17:45:00,10000545,900.0
857,2024-05-04,18:00:00,10000545,900.0
858,2024-05-04,18:15:00,10000545,900.0
859,2024-05-04,18:30:00,10000545,900.0
860,2024-05-04,16:15:00,10000546,900.0
861,2024-05-04,16:30:00,10000546,900.0
862,2024-05-04,16:45:00,10000546,900.0
863,2024-05-04,17:00:00,10000546,900.0
864,2024-05-04,17:15:00,10000546,900.0
865,2024-05-04,17:30:00,10000546,900.0
866,2024-05-04,17:45:00,10000546,900.0
867,2024-05-04,18:00:00,10000546,900.0
868,2024-05-04,18:15:00,10000546,900.0
869,2024-05-04,18:30:00,10000546,900.0
870,2024-05-04,16:15:00,10000547,900.0
871,2024-05-04,16:30:00,10000547,900.0
872,2024-05-04,16:45:00,10000547,900.0
873,2024-05-04,17:00:00,10000547,900.0
874,2024-05-04,17:15:00,10000547,900.0
875,2024-05-04,17:30:00,10000547,900.0
876,2024-05-04,17:45:00,10000547,900.0
877,2024-05-04,18:00:00,10000547,900.0
878,2024-05-04,18:15:00,10000547,900.0
879,2024-05-04,18:30:00,10000547,900.0
880,2024-05-04,16:15:00,10000548,900.0
881,2024-05-04,16:30:00,10000548,900.0
882,2024-05-04,16:45:00,10000548,900.0
883,2024-05-04,17:00:00,10000548,900.0
884,2024-05-04,17:15:00,10000548,900.0
885,2024-05-04,17:30:00,10000548,900.0
886,2024-05-04,17:45:00,10000548,900.0
887,2024-05-04,18:00:00,10000548,900.0
888,2024-05-04,18:15:00,10000548,900.0
889,2024-05-04,18:30:00,10000548,900.0
890,2024-05-04,16:15:00,10001648,900.0
891,2024-05-04,16:30:00,10001648,900.0
892,2024-05-04,16:45:00,10001648,900.0
893,2024-05-04,17:00:00,10001648,900.0
894,2024-05-04,17:15:00,10001648,900.0
895,2024-05-04,17:30:00,10001648,900.0
896,2024-05-04,17:45:00,10001648,900.0
897,2024-05-04,18:00:00,10001648,900.0
898,2024-05-04,18:15:00,10001648,900.0
899,2024-05-04,18:30:00,10001648,900.0
